"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 03, 2009","4,530.70","4,525.50","4,574.90","4,478.60","415.83M","0.12%"
"Jun 02, 2009","4,525.25","4,530.45","4,586.40","4,451.30","396.33M","-0.10%"
"Jun 01, 2009","4,529.90","4,450.40","4,545.40","4,450.40","464.26M","1.82%"
"May 29, 2009","4,448.95","4,340.75","4,488.05","4,340.75","506.80M","2.58%"
"May 28, 2009","4,337.10","4,276.15","4,354.85","4,254.85","460.44M","1.43%"
"May 27, 2009","4,276.05","4,117.30","4,286.45","4,115.25","353.50M","3.87%"
"May 26, 2009","4,116.70","4,239.55","4,256.05","4,092.25","308.74M","-2.85%"
"May 25, 2009","4,237.55","4,238.10","4,270.05","4,205.10","299.30M","-0.02%"
"May 22, 2009","4,238.50","4,211.85","4,249.50","4,155.85","284.16M","0.66%"
"May 21, 2009","4,210.90","4,270.35","4,319.00","4,199.20","353.07M","-1.39%"
"May 20, 2009","4,270.30","4,318.75","4,362.85","4,244.70","471.34M","-1.11%"
"May 19, 2009","4,318.45","4,324.95","4,509.40","4,167.65","670.98M","-0.11%"
"May 18, 2009","4,323.15","3,673.15","4,384.30","3,673.15","2.77M","17.74%"
"May 15, 2009","3,671.65","3,597.85","3,686.25","3,597.85","300.88M","2.18%"
"May 14, 2009","3,593.45","3,631.90","3,631.90","3,537.60","288.15M","-1.15%"
"May 13, 2009","3,635.25","3,668.75","3,709.60","3,610.20","354.31M","-1.25%"
"May 12, 2009","3,681.10","3,554.65","3,691.65","3,534.20","366.06M","3.56%"
"May 11, 2009","3,554.60","3,615.75","3,660.20","3,534.55","285.34M","-1.83%"
"May 08, 2009","3,620.70","3,681.80","3,711.25","3,582.85","291.29M","-1.72%"
"May 07, 2009","3,683.90","3,617.15","3,692.05","3,617.15","326.30M","1.62%"
"May 06, 2009","3,625.05","3,662.00","3,717.05","3,608.65","408.10M","-1.01%"
"May 05, 2009","3,661.90","3,664.50","3,682.20","3,618.75","442.07M","0.22%"
"May 04, 2009","3,654.00","3,478.70","3,664.50","3,478.70","363.87M","5.18%"
"Apr 29, 2009","3,473.95","3,371.65","3,486.40","3,366.70","483.58M","3.32%"
"Apr 28, 2009","3,362.35","3,469.50","3,471.95","3,351.50","287.14M","-3.10%"
"Apr 27, 2009","3,470.00","3,481.30","3,517.25","3,435.30","315.94M","-0.31%"
"Apr 24, 2009","3,480.75","3,423.60","3,491.35","3,402.90","306.13M","1.67%"
"Apr 23, 2009","3,423.70","3,330.50","3,439.90","3,310.50","312.63M","2.80%"
"Apr 22, 2009","3,330.30","3,364.60","3,401.10","3,296.90","327.29M","-1.04%"
"Apr 21, 2009","3,365.30","3,376.85","3,414.70","3,309.35","344.67M","-0.35%"
"Apr 20, 2009","3,377.10","3,384.75","3,441.10","3,339.45","341.80M","-0.22%"
"Apr 17, 2009","3,384.40","3,369.50","3,489.85","3,359.25","491.16M","0.44%"
"Apr 16, 2009","3,369.50","3,484.35","3,511.25","3,354.20","559.55M","-3.29%"
"Apr 15, 2009","3,484.15","3,381.45","3,497.55","3,311.80","458.49M","3.00%"
"Apr 13, 2009","3,382.60","3,342.20","3,417.80","3,334.15","331.53M","1.21%"
"Apr 09, 2009","3,342.05","3,346.00","3,401.15","3,307.05","414.64M","-0.03%"
"Apr 08, 2009","3,342.95","3,255.35","3,357.05","3,149.25","409.03M","2.65%"
"Apr 06, 2009","3,256.60","3,211.35","3,303.90","3,211.35","357.07M","1.42%"
"Apr 02, 2009","3,211.05","3,061.05","3,228.75","3,061.05","370.84M","4.92%"
"Apr 01, 2009","3,060.35","3,023.85","3,069.30","2,965.70","319.35M","1.30%"
"Mar 31, 2009","3,020.95","2,981.70","3,054.30","2,966.40","341.40M","1.44%"
"Mar 30, 2009","2,978.15","3,108.75","3,110.20","2,962.40","275.78M","-4.20%"
"Mar 27, 2009","3,108.65","3,079.40","3,123.35","3,055.90","323.36M","0.86%"
"Mar 26, 2009","3,082.25","2,982.25","3,103.35","2,982.25","416.18M","3.28%"
"Mar 25, 2009","2,984.35","2,938.80","2,996.50","2,923.30","383.65M","1.55%"
"Mar 24, 2009","2,938.70","2,923.80","3,017.40","2,914.50","383.08M","-0.04%"
"Mar 23, 2009","2,939.90","2,807.25","2,949.75","2,807.25","250.48M","4.73%"
"Mar 20, 2009","2,807.05","2,807.35","2,816.10","2,773.65","186.84M","-0.00%"
"Mar 19, 2009","2,807.15","2,797.05","2,822.25","2,771.35","223.41M","0.45%"
"Mar 18, 2009","2,794.70","2,757.65","2,836.05","2,752.25","261.79M","1.35%"
"Mar 17, 2009","2,757.45","2,776.35","2,805.60","2,738.70","288.78M","-0.71%"
"Mar 16, 2009","2,777.25","2,716.05","2,781.95","2,701.95","263.13M","2.13%"
"Mar 13, 2009","2,719.25","2,616.60","2,726.15","2,616.60","263.89M","3.89%"
"Mar 12, 2009","2,617.45","2,574.50","2,646.10","2,574.50","213.79M","1.72%"
"Mar 09, 2009","2,573.15","2,620.10","2,621.25","2,555.60","166.41M","-1.79%"
"Mar 06, 2009","2,620.15","2,576.75","2,628.10","2,539.45","242.51M","1.69%"
"Mar 05, 2009","2,576.70","2,645.90","2,663.90","2,564.10","244.86M","-2.59%"
"Mar 04, 2009","2,645.20","2,611.95","2,655.70","2,611.95","202.95M","0.87%"
"Mar 03, 2009","2,622.40","2,672.15","2,688.50","2,611.55","217.64M","-1.95%"
"Mar 02, 2009","2,674.60","2,764.60","2,764.60","2,659.55","194.23M","-3.22%"
"Feb 27, 2009","2,763.65","2,785.70","2,787.20","2,708.45","231.16M","-0.79%"
"Feb 26, 2009","2,785.65","2,762.20","2,797.80","2,731.90","250.17M","0.84%"
"Feb 25, 2009","2,762.50","2,733.45","2,789.35","2,733.45","176.81M","1.05%"
"Feb 24, 2009","2,733.90","2,737.25","2,746.20","2,677.55","182.64M","-0.09%"
"Feb 20, 2009","2,736.45","2,789.30","2,789.30","2,709.30","154.75M","-1.90%"
"Feb 19, 2009","2,789.35","2,776.70","2,802.15","2,767.60","174.59M","0.48%"
"Feb 18, 2009","2,776.15","2,755.15","2,806.50","2,736.65","214.16M","0.20%"
"Feb 17, 2009","2,770.50","2,853.85","2,854.65","2,757.30","191.43M","-2.74%"
"Feb 16, 2009","2,848.50","2,948.25","2,953.20","2,839.10","244.94M","-3.39%"
"Feb 13, 2009","2,948.35","2,896.95","2,969.75","2,896.85","195.72M","1.91%"
"Feb 12, 2009","2,893.05","2,927.40","2,939.00","2,886.55","214.71M","-1.12%"
"Feb 11, 2009","2,925.70","2,933.00","2,937.50","2,877.60","243.27M","-0.30%"
"Feb 10, 2009","2,934.50","2,919.70","2,957.40","2,891.75","301.75M","0.50%"
"Feb 09, 2009","2,919.90","2,843.05","2,926.75","2,840.15","117.64M","2.70%"
"Feb 06, 2009","2,843.10","2,779.35","2,852.50","2,778.65","187.96M","2.27%"
"Feb 05, 2009","2,780.05","2,802.75","2,816.80","2,754.85","178.48M","-0.82%"
"Feb 04, 2009","2,803.05","2,780.70","2,842.20","2,780.70","204.15M","0.69%"
"Feb 03, 2009","2,783.90","2,773.50","2,831.70","2,752.90","252.55M","0.62%"
"Feb 02, 2009","2,766.65","2,872.35","2,873.45","2,760.70","234.94M","-3.76%"
"Jan 30, 2009","2,874.80","2,824.05","2,881.00","2,774.10","295.00M","1.80%"
"Jan 29, 2009","2,823.95","2,849.35","2,873.85","2,795.35","330.75M","-0.90%"
"Jan 28, 2009","2,849.50","2,771.10","2,855.40","2,765.60","274.48M","2.82%"
"Jan 27, 2009","2,771.35","2,686.05","2,777.30","2,685.25","218.65M","3.46%"
"Jan 23, 2009","2,678.55","2,705.45","2,765.55","2,661.65","211.29M","-1.30%"
"Jan 22, 2009","2,713.80","2,714.70","2,744.85","2,681.40","229.57M","0.28%"
"Jan 21, 2009","2,706.15","2,777.40","2,787.30","2,690.20","220.07M","-3.23%"
"Jan 20, 2009","2,796.60","2,842.90","2,842.90","2,758.00","233.29M","-1.74%"
"Jan 19, 2009","2,846.20","2,828.70","2,868.20","2,819.90","328.34M","0.63%"
"Jan 16, 2009","2,828.45","2,737.00","2,835.65","2,724.20","229.50M","3.35%"
"Jan 15, 2009","2,736.70","2,832.30","2,832.30","2,701.75","214.28M","-3.48%"
"Jan 14, 2009","2,835.30","2,748.40","2,853.25","2,748.40","217.30M","3.29%"
"Jan 13, 2009","2,744.95","2,775.00","2,802.60","2,720.80","252.70M","-1.02%"
"Jan 12, 2009","2,773.10","2,868.85","2,869.20","2,748.55","382.11M","-3.48%"
"Jan 09, 2009","2,873.00","2,919.95","2,929.85","2,810.25","591.98M","-1.62%"
"Jan 07, 2009","2,920.40","3,112.80","3,147.20","2,888.20","686.89M","-6.18%"
"Jan 06, 2009","3,112.80","3,121.50","3,141.80","3,056.10","340.45M","-0.28%"
"Jan 05, 2009","3,121.45","3,058.75","3,131.95","3,056.45","311.93M","2.45%"
"Jan 02, 2009","3,046.75","3,034.60","3,079.85","3,021.80","318.67M","0.44%"
"Jan 01, 2009","3,033.45","2,963.30","3,039.25","2,963.30","226.68M","2.51%"
"Dec 31, 2008","2,959.15","2,979.80","3,002.65","2,937.35","288.83M","-0.68%"
"Dec 30, 2008","2,979.50","2,922.55","2,999.15","2,899.75","302.75M","1.96%"
"Dec 29, 2008","2,922.20","2,857.15","2,931.80","2,812.90","335.17M","2.27%"
"Dec 26, 2008","2,857.25","2,919.85","2,960.95","2,844.80","237.94M","-2.04%"
"Dec 24, 2008","2,916.85","2,967.40","2,968.00","2,900.45","380.46M","-1.74%"
"Dec 23, 2008","2,968.65","3,039.25","3,040.00","2,957.05","303.13M","-2.32%"
"Dec 22, 2008","3,039.30","3,077.25","3,110.45","3,027.80","315.83M","-1.24%"
"Dec 19, 2008","3,077.50","3,063.00","3,106.80","3,036.30","386.31M","0.55%"
"Dec 18, 2008","3,060.75","2,955.35","3,072.55","2,922.65","377.03M","3.60%"
"Dec 17, 2008","2,954.35","3,040.45","3,076.20","2,943.50","344.62M","-2.87%"
"Dec 16, 2008","3,041.75","2,983.60","3,052.55","2,963.30","270.62M","2.03%"
"Dec 15, 2008","2,981.20","2,917.90","3,012.10","2,917.90","293.74M","2.05%"
"Dec 12, 2008","2,921.35","2,915.35","2,936.80","2,812.55","38.34M","0.04%"
"Dec 11, 2008","2,920.15","2,934.05","2,945.30","2,861.55","352.21M","-0.28%"
"Dec 10, 2008","2,928.25","2,785.70","2,940.15","2,785.70","370.60M","5.18%"
"Dec 08, 2008","2,784.00","2,714.70","2,861.55","2,714.70","311.40M","2.56%"
"Dec 05, 2008","2,714.40","2,786.65","2,821.15","2,701.35","319.25M","-2.64%"
"Dec 04, 2008","2,788.00","2,656.50","2,793.80","2,646.35","324.14M","4.95%"
"Dec 03, 2008","2,656.45","2,657.50","2,693.65","2,611.95","282.54M","-0.05%"
"Dec 02, 2008","2,657.80","2,672.90","2,672.90","2,570.70","261.05M","-0.94%"
"Dec 01, 2008","2,682.90","2,755.15","2,832.85","2,669.50","257.84M","-2.62%"
"Nov 28, 2008","2,755.10","2,745.70","2,779.00","2,690.30","296.32M","0.10%"
"Nov 26, 2008","2,752.25","2,652.45","2,762.60","2,643.35","269.95M","3.70%"
"Nov 25, 2008","2,654.00","2,708.30","2,790.70","2,638.20","214.27M","-2.00%"
"Nov 24, 2008","2,708.25","2,690.85","2,740.35","2,633.80","236.73M","0.55%"
"Nov 21, 2008","2,693.45","2,553.60","2,718.60","2,539.80","281.16M","5.50%"
"Nov 20, 2008","2,553.15","2,634.20","2,634.20","2,502.90","204.79M","-3.11%"
"Nov 19, 2008","2,635.00","2,682.75","2,772.40","2,617.90","230.51M","-1.79%"
"Nov 18, 2008","2,683.15","2,802.45","2,802.45","2,664.30","220.18M","-4.16%"
"Nov 17, 2008","2,799.55","2,813.40","2,835.70","2,694.50","251.22M","-0.38%"
"Nov 14, 2008","2,810.35","2,848.00","2,938.80","2,778.80","256.74M","-1.34%"
"Nov 12, 2008","2,848.45","2,937.90","2,975.20","2,794.95","250.46M","-3.07%"
"Nov 11, 2008","2,938.65","3,147.20","3,147.20","2,919.45","221.65M","-6.66%"
"Nov 10, 2008","3,148.25","2,973.30","3,161.25","2,973.30","250.70M","5.89%"
"Nov 07, 2008","2,973.00","2,893.25","3,010.00","2,860.10","246.64M","2.78%"
"Nov 06, 2008","2,892.65","2,998.45","3,007.80","2,860.25","268.18M","-3.42%"
"Nov 05, 2008","2,994.95","3,155.75","3,240.55","2,971.00","305.69M","-4.68%"
"Nov 04, 2008","3,142.10","3,050.25","3,152.30","2,985.00","304.61M","3.23%"
"Nov 03, 2008","3,043.85","2,885.40","3,062.05","2,885.40","240.43M","5.48%"
"Oct 31, 2008","2,885.60","2,696.30","2,921.35","2,696.30","320.46M","6.99%"
"Oct 29, 2008","2,697.05","2,685.30","2,781.25","2,631.90","361.64M","0.46%"
"Oct 28, 2008","2,684.60","2,526.20","2,695.95","2,526.20","512.06M","6.35%"
"Oct 27, 2008","2,524.20","2,583.75","2,585.30","2,252.75","341.12M","-2.31%"
"Oct 24, 2008","2,584.00","2,936.25","2,936.25","2,525.05","348.59M","-12.20%"
"Oct 23, 2008","2,943.15","3,064.80","3,085.10","2,917.15","234.03M","-3.98%"
"Oct 22, 2008","3,065.15","3,234.70","3,235.75","3,051.80","171.32M","-5.25%"
"Oct 21, 2008","3,234.90","3,125.40","3,254.85","3,117.35","225.59M","3.59%"
"Oct 20, 2008","3,122.80","3,108.20","3,238.40","3,058.95","185.82M","1.58%"
"Oct 17, 2008","3,074.35","3,269.05","3,335.95","3,046.60","193.32M","-5.96%"
"Oct 16, 2008","3,269.30","3,333.85","3,333.85","3,099.90","234.08M","-2.07%"
"Oct 15, 2008","3,338.40","3,517.90","3,518.50","3,324.55","163.72M","-5.12%"
"Oct 14, 2008","3,518.65","3,494.10","3,648.25","3,491.50","177.53M","0.80%"
"Oct 13, 2008","3,490.70","3,272.90","3,510.20","3,272.90","195.17M","6.43%"
"Oct 10, 2008","3,279.95","3,502.05","3,502.05","3,198.95","283.84M","-6.65%"
"Oct 08, 2008","3,513.65","3,604.40","3,604.40","3,329.45","228.58M","-2.58%"
"Oct 07, 2008","3,606.60","3,606.95","3,732.65","3,537.00","210.22M","0.12%"
"Oct 06, 2008","3,602.35","3,817.30","3,820.85","3,581.60","157.49M","-5.66%"
"Oct 03, 2008","3,818.30","3,953.55","3,969.55","3,804.85","172.52M","-3.35%"
